loss,accuracy
5.0846,0.0781
5.0581,0.0898
5.3393,0.0742
5.0729,0.0977
5.0009,0.1250
5.1505,0.1094
5.1384,0.0820
5.2496,0.0938
5.0446,0.1172
4.8560,0.0938
5.0575,0.1016
5.1712,0.1016
5.2535,0.0859
5.1610,0.0664
5.1844,0.1250
5.1752,0.0977
5.1336,0.0820
4.9799,0.1094
5.0992,0.1094
4.8940,0.1445
5.0754,0.1055
5.0694,0.1094
4.7823,0.1055
5.0101,0.0977
5.1651,0.0781
5.0277,0.1133
5.4465,0.1055
5.2434,0.1406
5.0734,0.1016
5.0580,0.1094
5.1567,0.0820
5.0369,0.0938
5.2764,0.1055
5.0551,0.0898
5.1128,0.0742
4.8858,0.1250
4.9630,0.1328
5.0219,0.1250
5.0809,0.1055
5.1682,0.0977
4.9879,0.1406
4.9244,0.1211
5.1531,0.1016
5.1992,0.1211
4.9158,0.0781
5.4022,0.0977
5.1295,0.0742
5.1100,0.0977
5.0424,0.0898
5.0768,0.0938
5.0827,0.1094
5.0518,0.0820
5.4647,0.0703
5.0988,0.0820
5.0720,0.1367
4.9902,0.1250
5.0418,0.0938
5.1149,0.0625
4.9482,0.1094
5.1151,0.1133
5.2076,0.0859
5.1805,0.1055
4.9028,0.1133
4.8084,0.1406
5.1700,0.0859
5.0900,0.1133
4.9968,0.0977
5.1040,0.1250
4.9689,0.1367
5.0928,0.1523
5.4418,0.0703
5.0827,0.1016
5.1272,0.1133
4.9013,0.1094
5.1272,0.0859
5.0997,0.0977
5.1040,0.1328
4.9610,0.1133
4.7015,0.1250
5.1442,0.0781
4.9467,0.1562
4.9656,0.1133
5.0445,0.1367
5.3107,0.0898
5.1956,0.0898
5.0580,0.0742
5.0725,0.0703
5.2611,0.0703
5.1272,0.0625
5.0412,0.1133
5.0951,0.0938
5.4836,0.0508
5.3219,0.0742
5.0881,0.0820
5.3089,0.1133
5.4071,0.0703
5.2377,0.0859
5.0601,0.0703
5.1318,0.0859
5.1479,0.1523
5.0375,0.0703
5.1610,0.0820
4.9666,0.1328
5.2598,0.0898
5.3418,0.0820
5.4757,0.0391
5.1463,0.0977
5.1262,0.0938
5.3726,0.0703
5.0389,0.1055
5.1156,0.0898
5.0557,0.0898
5.4377,0.0820
5.3371,0.0820
5.1277,0.0781
5.2747,0.1211
5.3303,0.0859
5.0957,0.0781
5.0891,0.1055
5.0374,0.0898
5.1904,0.0391
5.0935,0.0977
5.0232,0.0820
5.0421,0.0859
4.9066,0.1055
5.1016,0.0977
5.1878,0.0977
5.0831,0.1172
5.1552,0.1055
5.0866,0.0977
5.3324,0.0781
5.2739,0.0938
5.2173,0.0977
5.0372,0.1094
4.9851,0.0977
5.4257,0.0977
4.8717,0.1094
5.0527,0.0820
5.0411,0.1016
4.9648,0.1094
5.1444,0.1055
5.0282,0.0820
5.2418,0.0938
5.0481,0.1094
5.4030,0.0742
5.1261,0.1250
4.7866,0.1172
5.2561,0.0977
5.1659,0.0898
5.4105,0.0703
5.1382,0.0742
4.9854,0.1133
5.1022,0.1016
5.6264,0.0859
5.0914,0.1094
5.0858,0.0859
5.2495,0.1172
5.1801,0.1367
5.3223,0.0977
5.4659,0.0820
5.1674,0.0859
5.3289,0.1172
5.0644,0.1172
5.2625,0.1172
5.2651,0.0781
5.2578,0.0664
4.9971,0.1289
5.0174,0.1094
5.0811,0.1016
5.2246,0.0625
4.9243,0.1406
5.2322,0.1211
5.1224,0.1094
5.2212,0.1094
5.1687,0.1172
5.2195,0.0977
5.1715,0.1172
5.2245,0.1133
5.3292,0.0938
5.4182,0.0703
4.9853,0.1133
5.3232,0.1055
5.3566,0.1211
5.1709,0.1289
5.1400,0.1133
5.2044,0.1016
5.1788,0.0977
5.0920,0.0898
5.3892,0.1094
5.2418,0.0781
5.1007,0.0898
5.0033,0.1406
4.9002,0.1055
5.2306,0.1289
5.0398,0.1211
4.8048,0.1445
5.1742,0.1094
4.9484,0.1094
4.7607,0.1172
5.1651,0.0977
5.4028,0.0898
5.2725,0.0664
5.0521,0.1602
5.0317,0.1016
5.2518,0.0977
5.4918,0.0977
5.1677,0.0977
5.4146,0.0664
5.2211,0.0977
5.0199,0.1172
5.2299,0.1133
5.1186,0.1211
5.2736,0.1211
5.2253,0.0938
5.3114,0.0625
5.3495,0.0898
4.9955,0.1172
5.2247,0.1133
5.1187,0.0977
4.9849,0.1055
5.0357,0.1172
5.1077,0.1055
5.3828,0.0742
5.1559,0.0938
5.5770,0.0742
5.3337,0.1055
5.3360,0.0781
5.2677,0.1016
5.1511,0.0938
5.3749,0.1016
5.2593,0.0898
5.1383,0.1016
5.1113,0.1055
5.2487,0.0664
4.9480,0.1133
5.3051,0.0859
5.0912,0.1250
5.1442,0.0742
5.1156,0.1445
5.1658,0.1250
5.4212,0.0938
5.4006,0.1016
5.0538,0.1406
4.8918,0.1484
5.2897,0.1133
5.0085,0.0977
5.1067,0.1016
5.1417,0.1094
5.1442,0.0781
5.1775,0.0859
5.1256,0.0938
5.1786,0.1094
5.2986,0.0977
5.1749,0.0898
5.0141,0.1250
5.0252,0.1094
5.1386,0.0820
5.1279,0.0859
5.1307,0.1289
5.1025,0.1211
5.0910,0.1133
4.9812,0.1094
5.0786,0.1211
5.0195,0.1328
5.1431,0.1484
5.6882,0.0625
5.2435,0.1289
5.3959,0.0781
4.9646,0.1055
5.0315,0.1250
5.2532,0.1133
5.2637,0.0820
4.9263,0.1406
5.0699,0.1211
5.2987,0.0781
5.0007,0.0859
5.1122,0.1484
5.2301,0.1133
5.0848,0.1133
5.2058,0.0859
5.3640,0.0898
5.0555,0.0820
4.9892,0.0938
5.0211,0.0625
5.2164,0.0820
4.8477,0.1094
5.2980,0.0977
5.1654,0.1094
5.0399,0.1328
5.0404,0.1250
5.2282,0.0977
5.2711,0.1016
5.3975,0.0586
5.3155,0.0703
5.1967,0.0664
5.1022,0.1016
5.0545,0.0977
5.2958,0.1016
5.2820,0.0742
5.1386,0.1172
5.1468,0.1016
4.9553,0.1094
5.1628,0.0898
5.2336,0.0820
5.5395,0.0820
5.0635,0.0898
4.9763,0.1055
5.2798,0.0781
5.3924,0.1055
5.0844,0.0938
5.0992,0.1172
4.9499,0.1562
5.1708,0.1211
5.1874,0.1133
5.2706,0.0898
5.3291,0.0859
5.2822,0.0820
5.2495,0.0977
4.8274,0.1250
5.2282,0.1289
4.9291,0.1211
5.0397,0.1406
5.2829,0.1094
5.4853,0.0703
5.2254,0.0977
5.0271,0.1133
5.2102,0.0820
5.2810,0.0781
5.1159,0.1094
5.3303,0.0859
5.4822,0.0742
4.9990,0.1367
4.9086,0.1484
5.3152,0.1094
5.2543,0.0859
5.1908,0.1016
4.9273,0.0977
5.1056,0.1211
5.1893,0.1094
5.0593,0.1211
5.1697,0.1016
5.2083,0.1016
5.1720,0.1055
5.2395,0.1016
5.4431,0.1289
5.0860,0.1055
5.4139,0.1367
5.5814,0.0938
5.3729,0.0820
5.3154,0.0703
4.9424,0.1484
5.2358,0.1250
5.3812,0.0898
5.3555,0.0977
5.3484,0.0781
5.3168,0.1094
5.2090,0.1133
5.2995,0.0898
5.3339,0.0781
5.3555,0.0859
5.2095,0.0938
5.0977,0.0898
5.0791,0.0977
5.1310,0.1055
5.3576,0.0938
5.2107,0.1055
5.5349,0.1016
5.3850,0.1094
5.2058,0.1094
4.9907,0.1328
5.4077,0.0898
5.2808,0.0703
5.2790,0.1133
5.4088,0.1133
5.4737,0.0898
5.2354,0.0898
4.9689,0.1367
5.0822,0.1055
5.3696,0.0781
5.1891,0.1172
5.0634,0.1484
5.0643,0.1523
5.1372,0.1641
5.1659,0.1250
5.1690,0.1016
5.2339,0.0938
5.3007,0.1016
5.5854,0.0742
4.9781,0.1484
5.0911,0.1211
5.1169,0.1367
5.2820,0.0664
5.3365,0.1289
5.4651,0.0938
5.4367,0.0781
5.1287,0.1289
5.1084,0.0938
5.1766,0.1133
5.1215,0.1328
4.9280,0.1602
5.5222,0.0859
5.0757,0.0898
5.0542,0.1172
4.9590,0.1406
4.8825,0.1602
5.2239,0.0977
5.1862,0.1133
5.1852,0.0625
5.2826,0.0781
5.1405,0.0859
5.4167,0.0977
4.9655,0.1523
5.0705,0.1211
5.0158,0.1328
4.9705,0.0977
4.9263,0.1406
4.9620,0.1211
5.2881,0.1172
5.5687,0.0664
5.0726,0.1328
5.2116,0.1172
5.1489,0.1289
5.0908,0.1289
5.1081,0.1211
4.8930,0.1133
4.9699,0.1328
5.0119,0.1055
5.1837,0.0859
5.0006,0.1172
4.8983,0.1172
4.8861,0.1250
5.0218,0.1523
5.2169,0.1211
5.2313,0.1133
5.2202,0.1250
5.1871,0.0703
5.2317,0.1016
5.1040,0.1133
5.2147,0.1094
4.8842,0.1289
4.9667,0.1172
4.9123,0.1484
5.0011,0.1211
5.2125,0.0859
5.1686,0.1094
5.2656,0.1016
5.1381,0.1211
5.3157,0.1133
4.8194,0.1406
4.9310,0.1406
5.0262,0.1055
5.1563,0.1055
5.1196,0.1172
5.0956,0.1289
5.0155,0.1055
4.9458,0.1328
5.1777,0.0977
5.3419,0.1055
5.2125,0.0859
5.0500,0.0820
4.8313,0.1172
4.7095,0.1406
5.1073,0.1172
4.8322,0.1055
5.0451,0.1133
4.9927,0.1445
5.0026,0.1289
4.9600,0.1250
4.7426,0.1523
5.0810,0.1016
5.0913,0.1484
5.1429,0.1523
5.0873,0.1211
5.0610,0.1133
4.9172,0.1406
5.0638,0.1133
4.8905,0.1094
5.1079,0.1211
5.0215,0.1250
5.3439,0.1133
5.1055,0.0898
5.0735,0.1094
5.0117,0.1367
5.1050,0.0703
5.0837,0.1055
5.0747,0.0742
4.9501,0.1289
4.8469,0.1055
5.1082,0.1211
5.4216,0.1016
5.2185,0.0938
5.3328,0.1016
5.3526,0.0898
5.3748,0.0859
5.0661,0.1250
4.8653,0.1094
5.3072,0.0977
5.1244,0.1211
4.8850,0.1172
5.3438,0.1172
5.2273,0.1016
5.1448,0.1016
5.0833,0.0977
5.0726,0.0938
5.0242,0.1367
5.0370,0.1133
5.1982,0.0977
5.1349,0.0977
5.2508,0.1016
5.4038,0.0898
5.0384,0.1094
5.0129,0.0781
5.1618,0.0938
5.0722,0.1016
5.3062,0.1055
5.3843,0.0938
4.9499,0.1133
5.1415,0.1094
5.0844,0.1250
5.0665,0.1250
4.9571,0.1133
4.8887,0.1484
5.2894,0.1250
5.0407,0.1211
5.0132,0.1016
5.1799,0.1172
5.3005,0.0938
5.2031,0.1172
5.7026,0.0859
5.1956,0.1250
4.9585,0.1172
5.1128,0.1445
5.2676,0.0977
5.0276,0.1250
5.2170,0.0859
5.1785,0.1289
5.0459,0.1211
5.0261,0.1289
5.0306,0.1172
4.9702,0.1133
4.7832,0.1367
4.9687,0.1055
4.9254,0.1133
5.0185,0.1367
5.2929,0.0938
5.2371,0.1016
5.0151,0.1367
5.2374,0.1016
4.8970,0.0938
5.0643,0.1133
5.2145,0.1016
5.1398,0.1250
5.1196,0.1445
5.2202,0.1094
4.9797,0.1094
5.0686,0.1172
4.9237,0.1680
4.9334,0.1055
5.3132,0.1133
5.3289,0.0938
5.0897,0.0859
5.1738,0.0977
5.0406,0.1445
5.1146,0.1055
5.1831,0.0859
5.3034,0.1250
5.2407,0.0859
4.9418,0.1094
4.9121,0.1016
5.2954,0.0977
5.0152,0.1484
5.1760,0.1328
5.0735,0.1328
5.0096,0.1172
5.1963,0.1094
5.1851,0.0859
5.4226,0.0938
5.0186,0.1133
5.1558,0.1367
5.1098,0.0938
4.9406,0.1523
5.1620,0.1328
5.0409,0.1484
5.4125,0.0781
4.9449,0.1289
5.2383,0.1016
5.0520,0.1094
5.2080,0.0820
5.1191,0.1250
5.2177,0.1055
4.9471,0.1094
5.1817,0.0898
5.0351,0.1172
5.1401,0.0977
5.1503,0.1250
4.9367,0.1016
5.3864,0.0742
5.0789,0.0898
5.1191,0.0859
4.7881,0.1328
4.8560,0.1055
4.9586,0.1328
5.0426,0.1328
4.9472,0.1172
4.9516,0.1016
4.8432,0.1328
5.3194,0.0898
4.8488,0.1445
5.0074,0.1211
4.9944,0.1133
5.2225,0.1211
5.1740,0.1211
5.1122,0.0820
4.9555,0.1289
5.1764,0.1484
5.0954,0.1211
4.9782,0.1523
5.1064,0.1328
4.9155,0.1250
5.1115,0.1484
5.1192,0.1016
5.0421,0.1328
4.8132,0.0938
5.2197,0.1094
5.0408,0.1250
4.9809,0.1367
5.1737,0.1133
5.1242,0.1016
5.2037,0.1133
4.9982,0.1367
5.0808,0.1094
5.2244,0.1250
4.9963,0.0938
4.9033,0.1133
4.9393,0.1016
4.9111,0.1133
5.2441,0.1016
5.0885,0.0977
5.1137,0.1133
5.1568,0.1055
5.0261,0.1289
4.9487,0.1133
4.9711,0.1172
5.1978,0.0898
5.1004,0.1289
4.9809,0.1055
5.1554,0.0898
5.0073,0.1172
5.0259,0.1445
4.9666,0.1133
5.0599,0.1094
4.9755,0.1250
4.9877,0.1680
5.1852,0.1094
4.8009,0.1641
5.1987,0.0977
4.6525,0.1562
5.2358,0.0859
5.0091,0.1055
5.0279,0.1289
5.1050,0.1367
5.1598,0.0898
4.9004,0.1289
5.0844,0.1445
4.8446,0.1484
4.9129,0.1445
5.0103,0.1055
4.9412,0.1328
4.9710,0.1445
4.8818,0.1211
5.1278,0.1562
5.0755,0.1055
5.1672,0.1172
4.8602,0.1484
5.0153,0.1406
4.9627,0.1133
5.0021,0.1172
5.0381,0.1055
4.9109,0.1133
5.0932,0.1328
4.8476,0.1445
4.6910,0.1289
5.0237,0.1367
5.3004,0.0820
5.0807,0.1055
5.0923,0.1016
5.0080,0.1133
4.7620,0.1055
4.9639,0.1016
4.8250,0.1250
5.1797,0.1094
5.0454,0.1406
5.0159,0.1328
4.8235,0.1250
5.3202,0.0898
4.7030,0.1406
5.0766,0.1484
5.0364,0.1445
4.7708,0.1406
5.0473,0.1172
5.0477,0.1016
4.9008,0.1250
5.1042,0.1094
4.8946,0.1328
4.8999,0.1172
4.9885,0.1016
5.2171,0.0703
5.1818,0.1250
5.0015,0.0820
5.1277,0.1289
5.0377,0.1367
4.9928,0.1328
5.0010,0.1445
5.3130,0.0938
4.9524,0.1484
4.9610,0.1211
5.0977,0.1172
4.9724,0.1328
5.0014,0.1172
5.0680,0.1289
5.1069,0.1250
5.0633,0.1133
5.1481,0.1172
4.9414,0.1406
5.0724,0.1016
4.9692,0.1406
5.1636,0.1367
5.1227,0.1055
5.0216,0.1367
5.3560,0.1211
5.0719,0.1172
5.0317,0.1289
5.0739,0.1055
4.9734,0.1172
5.0670,0.1367
5.3224,0.0859
5.3314,0.1445
5.0844,0.1133
5.3819,0.0898
5.2125,0.0938
5.1216,0.0938
5.0866,0.1055
5.0346,0.1250
5.2839,0.0977
4.9645,0.1328
5.1393,0.0977
4.9392,0.1211
4.9428,0.1289
5.0576,0.1094
5.0586,0.1289
5.3903,0.1250
5.2592,0.1094
5.0568,0.1367
5.1342,0.1367
5.2570,0.0859
4.9819,0.1055
5.0494,0.1055
5.2434,0.0859
5.0083,0.1289
5.0939,0.1016
5.2402,0.1055
4.9091,0.1055
4.8175,0.1367
5.1246,0.1445
5.0612,0.1055
5.1368,0.1016
5.0532,0.1211
4.9551,0.1172
4.7792,0.1562
5.0656,0.1641
4.9915,0.1445
4.8698,0.1133
4.9585,0.1016
4.7505,0.1641
4.8178,0.1250
5.1681,0.1172
5.2443,0.1172
5.2367,0.0898
4.7992,0.1641
4.8371,0.1367
4.8928,0.1172
4.8512,0.1523
5.2707,0.0781
5.1191,0.1289
5.0531,0.1289
4.7726,0.1367
5.1655,0.0977
4.8981,0.1289
4.9995,0.1172
4.7633,0.1367
5.1855,0.1211
5.0407,0.0859
5.3254,0.1016
4.7728,0.1641
4.7238,0.1172
4.8169,0.1406
4.9604,0.1250
5.0014,0.1211
4.9778,0.1406
5.0760,0.1211
5.0555,0.0859
5.1096,0.0859
5.0137,0.1055
4.9105,0.1172
5.2067,0.0859
5.0640,0.0781
4.8714,0.1133
5.3161,0.0859
4.9587,0.1094
5.5216,0.0859
5.0552,0.1172
4.9885,0.1328
5.0330,0.1328
4.8536,0.1016
4.8735,0.1172
5.3356,0.1094
5.0526,0.1328
5.3850,0.1055
4.7995,0.1406
5.5432,0.0703
5.2159,0.1055
4.9741,0.0898
5.1305,0.1055
4.9089,0.1250
4.9367,0.1289
5.0618,0.1289
4.7767,0.1250
5.2885,0.1172
5.5668,0.0859
5.3962,0.1055
5.2068,0.1289
4.9898,0.1367
5.1411,0.1094
5.1934,0.1250
5.2813,0.0938
5.3497,0.0742
5.0373,0.1250
4.9900,0.1133
5.0900,0.0938
5.3385,0.0938
5.2634,0.0703
4.9341,0.1016
4.8054,0.1406
5.2986,0.1094
4.8258,0.1641
5.1551,0.1250
5.2811,0.1016
5.2256,0.0742
4.9864,0.1289
5.0962,0.1367
4.7958,0.1172
5.0272,0.1680
4.9004,0.1445
5.0420,0.1523
5.0090,0.1055
4.9156,0.1133
5.1908,0.1094
5.1946,0.1016
5.2184,0.1133
5.1726,0.1406
5.5245,0.1133
4.7779,0.1602
5.0601,0.1055
5.3625,0.1484
4.8021,0.1250
4.8886,0.1406
5.0370,0.1406
5.0127,0.1484
5.0023,0.1016
4.9040,0.1094
5.0285,0.1172
4.8482,0.1367
5.0721,0.1016
5.1913,0.0742
5.2087,0.1367
4.9841,0.0898
5.0078,0.1094
5.0030,0.1094
4.8445,0.1406
5.2121,0.1133
4.9284,0.1445
4.6649,0.1562
4.9275,0.1016
4.8449,0.1211
4.9828,0.1406
5.2202,0.1172
4.7373,0.1445
5.1020,0.1211
4.9103,0.1133
5.0604,0.0859
4.7664,0.1367
4.8433,0.1367
4.9703,0.1406
5.1124,0.1133
4.6919,0.1484
4.9902,0.1445
4.9055,0.0977
4.7438,0.1641
4.9735,0.1250
4.8473,0.1367
5.2041,0.0938
4.7236,0.1484
4.9785,0.1172
5.1227,0.1094
5.0065,0.1172
5.1472,0.1055
4.9210,0.1016
5.1027,0.1289
4.8844,0.1328
4.9573,0.1250
5.1061,0.1367
4.9833,0.1094
4.8822,0.1133
5.2237,0.1328
5.3944,0.0938
5.0720,0.0977
4.7488,0.1367
4.9564,0.1094
4.9844,0.1016
5.2545,0.1055
5.0628,0.1172
5.2100,0.0859
4.8342,0.1484
4.9554,0.1250
5.1626,0.1133
5.1896,0.1016
4.9587,0.1641
5.1965,0.1289
4.8377,0.1562
5.0837,0.1133
5.0074,0.1016
4.9882,0.1367
5.1897,0.0898
5.0283,0.1094
4.8998,0.1328
5.2410,0.1016
5.2201,0.1680
5.2301,0.1094
4.8785,0.1328
4.8309,0.1523
5.0231,0.1211
5.0160,0.1055
4.9502,0.1250
4.8146,0.1211
5.0515,0.0820
5.1080,0.1016
4.6039,0.1719
4.9838,0.1328
5.1329,0.1523
4.9745,0.1133
5.2914,0.0898
5.0218,0.1562
5.3203,0.1445
5.1519,0.0938
5.1333,0.1133
5.0174,0.0938
5.1175,0.1445
5.0714,0.1016
5.1188,0.1094
4.9456,0.1445
5.2205,0.0977
5.2704,0.0977
5.0745,0.1211
5.0372,0.1133
4.9336,0.1367
5.0895,0.1406
5.2694,0.1055
4.9709,0.1523
4.8773,0.1523
5.2750,0.1094
4.7533,0.1367
5.0236,0.1328
5.2193,0.1250
4.7882,0.1406
5.0833,0.1055
5.0601,0.1445
5.2681,0.1211
4.8594,0.1484
4.8146,0.1211
5.2934,0.1055
5.1104,0.1211
5.4122,0.1250
5.0175,0.1250
5.1901,0.1211
5.0530,0.1172
5.1267,0.1250
5.2314,0.1172
4.8205,0.1133
4.9786,0.1562
5.1249,0.1367
5.1019,0.1367
4.9354,0.1680
5.1237,0.1055
4.9720,0.1289
5.3082,0.1094
5.2117,0.1172
5.3505,0.1055
5.2479,0.0859
5.2632,0.1016
4.9801,0.1250
5.1311,0.1094
5.0149,0.1055
5.2948,0.1328
4.9627,0.1094
5.0594,0.1211
5.0519,0.1484
5.2008,0.0977
4.8349,0.1211
4.9126,0.1172
5.0409,0.1094
4.8322,0.1250
4.9739,0.1289
5.2962,0.0938
4.8991,0.1289
4.9515,0.1328
5.3179,0.1172
5.1118,0.1055
5.1301,0.1562
4.8978,0.1367
5.0634,0.1172
5.5622,0.0820
5.1568,0.1289
4.9730,0.1562
5.3088,0.1133
5.1115,0.1211
5.5278,0.0938
5.1626,0.1055
4.9312,0.1484
5.1189,0.1211
5.1681,0.1133
4.9740,0.1484
5.0315,0.1133
5.0526,0.1445
4.9087,0.1680
5.0230,0.1172
5.1515,0.0938
5.2292,0.1094
5.2202,0.0977
4.9919,0.1406
4.9857,0.1328
5.2128,0.1406
5.2731,0.1172
4.9314,0.1211
5.0222,0.1094
5.0353,0.0898
5.3054,0.0977
5.1580,0.1250
5.1546,0.1055
4.9975,0.0977
4.9157,0.1328
5.0358,0.1055
4.9187,0.1211
5.0640,0.1211
4.9393,0.1289
5.2353,0.1094
5.0129,0.1211
4.8721,0.1133
5.0870,0.1250
5.0613,0.1289
4.9827,0.1484
4.9869,0.1172
4.8700,0.1562
4.9803,0.1367
5.0078,0.1406
5.1765,0.1016
4.6510,0.1602
4.7319,0.1367
5.0552,0.1406
5.0054,0.1172
4.8260,0.1523
5.1360,0.1133
5.0129,0.1211
4.9925,0.1133
4.9972,0.1133
4.9512,0.1172
5.0920,0.1055
4.8120,0.1367
4.8677,0.1484
4.8254,0.1523
4.9227,0.1133
5.0495,0.1484
4.6919,0.1484
5.0390,0.0938
4.9901,0.1055
5.1228,0.1133
4.8396,0.1406
5.1984,0.1211
5.1251,0.0742
4.9953,0.1328
4.8850,0.1250
5.2817,0.1094
5.0670,0.1211
5.0233,0.0938
5.2916,0.0938
4.9599,0.1289
5.2438,0.0977
4.8806,0.1211
5.2352,0.1055
5.0049,0.1758
4.7515,0.1523
5.1622,0.0938
4.8433,0.1484
5.0366,0.1367
5.0211,0.1055
4.8857,0.1250
4.9032,0.1641
4.8451,0.1484
5.2790,0.0898
4.8439,0.1016
5.0549,0.1367
5.1713,0.1172
4.8403,0.1484
5.0448,0.1328
5.0531,0.1133
4.8579,0.1719
5.2523,0.0977
5.0732,0.1172
4.9624,0.1367
5.1193,0.1367
4.9197,0.1328
4.9681,0.0781
4.8448,0.1289
4.8711,0.1328
5.4392,0.0781
4.9842,0.1133
5.2094,0.1016
4.8929,0.1328
5.2279,0.0742
4.9030,0.1133
5.0199,0.1016
5.2128,0.1406
4.9381,0.0898
4.8520,0.1289
5.0031,0.1328
5.0698,0.1055
5.1145,0.1289
4.7793,0.1484
4.6760,0.1523
4.7138,0.1680
5.1278,0.1094
5.0247,0.1406
4.8445,0.1172
5.1227,0.1133
5.0336,0.1445
5.4242,0.0781
4.8672,0.1211
4.7605,0.1484
4.9787,0.1367
4.9781,0.1562
5.1950,0.1055
5.4361,0.0977
5.3862,0.1016
5.0322,0.1289
5.1797,0.1328
5.1706,0.1133
5.2832,0.1211
5.2137,0.1484
5.0715,0.1172
4.7902,0.1602
5.0439,0.0938
4.9979,0.1367
5.2334,0.1211
5.0525,0.1055
4.9837,0.1172
4.7307,0.1406
4.9469,0.1367
4.9475,0.1289
5.0891,0.1602
5.3376,0.0859
5.0814,0.1328
5.0121,0.1055
5.0449,0.1133
4.8756,0.1445
4.9246,0.1445
5.1772,0.1211
4.9282,0.1406
4.9374,0.1211
5.0561,0.1016
5.1274,0.1328
5.2221,0.1250
4.8975,0.1250
4.8429,0.1484
5.1525,0.1250
5.1154,0.0977
5.2222,0.1445
4.9545,0.1133
4.9625,0.1133
5.1130,0.1211
5.2235,0.0898
4.9913,0.1055
4.9310,0.1250
5.2117,0.0977
4.8414,0.1758
4.7863,0.1055
4.7628,0.1289
5.0257,0.1328
5.2295,0.0977
5.0267,0.0859
5.1742,0.0859
4.8144,0.1328
5.0033,0.1562
5.1205,0.1484
5.1728,0.1367
5.5755,0.1094
5.2613,0.0938
5.1606,0.0820
4.7535,0.1797
5.2296,0.1328
5.3118,0.1172
5.2188,0.1328
5.5415,0.0938
5.2131,0.1211
5.2516,0.1094
5.4523,0.1250
5.0435,0.1445
4.9269,0.1328
5.3094,0.1367
5.0032,0.1289
5.3348,0.0820
4.9515,0.1211
5.1840,0.1172
5.1129,0.1055
5.2916,0.0938
4.9730,0.1055
5.3674,0.1211
5.0797,0.1367
5.2215,0.1250
5.2142,0.0938
5.0727,0.1367
4.8095,0.1914
5.3243,0.0781
5.0755,0.1367
4.9642,0.1016
5.1239,0.1094
4.8497,0.1250
5.1383,0.1367
5.2705,0.1328
5.2537,0.1211
4.7006,0.1367
5.0672,0.1211
5.3868,0.0938
4.6286,0.1641
4.7295,0.1602
5.1291,0.1328
5.0886,0.1133
5.1406,0.1367
4.8877,0.1133
5.1762,0.0977
5.1074,0.1133
4.9819,0.1406
5.1248,0.1133
5.0641,0.1289
